, Product Division,Category,Sub Category,Destination,Product Name,Portion,Quantity Sold,Value of Sales,Net Value of Sales,% of Total Sales,% of Division,% of Category,% of Sub-Cat,Gross Sales,Discount,Promotion,Tax
612,Food,Desserts,Desserts,Standard,StickyToff Pudd,Standard,39,199.43,166.1287,0.2480046957,0.4046073667,9.0802713655,9.0802713655,200.46,1.03,0,33.3013
613,,,,,SubTotal,,558,2196.3,1832.1123999999998,2.7312476216,4.4558950988,100,100,2206.29,9.99,0,364.1876
614,,,,Sub-Cat Total,,,558,2196.3,1832.1123999999998,2.7312476216,4.4558950988,100,100,2206.29,9.99,0,364.1876
615,,,Category Total,,,,558,2196.3,1832.1123999999998,2.7312476216,4.4558950988,100,100,2206.29,9.99,0,364.1876
616,Food,Extras/Options,Choices/Options,Standard,275g Chips,Standard,32,0,0,0,0,0,0,0,0,0,0
617,Food,Extras/Options,Choices/Options,Standard,Baked Beans,Standard,53,0,0,0,0,0,0,0,0,0,0
618,Food,Extras/Options,Choices/Options,Standard,BBQ Sauce,Standard,34,33.66,28.051899999999996,0.041858487,0.0682900465,7.0502482039,11.0183639399,33.66,0,0,5.6081
619,Food,Extras/Options,Choices/Options,Standard,Blue Cheese,Standard,27,26.73,22.2756,0.0332405632,0.054230331,5.5987265149,8.7498772464,26.73,0,0,4.4544
620,Food,Extras/Options,Choices/Options,Standard,Chicken Breast,Standard,22,0,0,0,0,0,0,0,0,0,0
621,Food,Extras/Options,Choices/Options,Standard,Chicken Gravy,Standard,4,2,1.6663999999999999,0.0024871353,0.0040576379,0.4189095784,0.6546859144,2,0,0,0.3336
622,Food,Extras/Options,Choices/Options,Standard,Chipotle Mayo,Standard,37,36.63,30.528600000000004,0.0455518829,0.0743156388,7.6723289278,11.9905725228,36.63,0,0,6.1014
623,Food,Extras/Options,Choices/Options,Standard,Chips,Standard,437,0,0,0,0,0,0,0,0,0,0
624,Food,Extras/Options,Choices/Options,Standard,Coconut rice,Standard,75,0,0,0,0,0,0,0,0,0,0
625,Food,Extras/Options,Choices/Options,Standard,Crunchy Chicken,Standard,5,0,0,0,0,0,0,0,0,0,0
626,Food,Extras/Options,Choices/Options,Standard,Garden Peas,Standard,127,0,0,0,0,0,0,0,0,0,0
627,Food,Extras/Options,Choices/Options,Standard,GarlicHerb Dip,Standard,34,33.66,28.056199999999997,0.041858487,0.0682900465,7.0502482039,11.0183639399,33.66,0,0,5.6038
628,Food,Extras/Options,Choices/Options,Standard,Ice Cream V,Standard,93,30.69,25.5713,0.0381650911,0.0622644541,6.42816748,10.046155357,30.69,0,0,5.1187
629,Food,Extras/Options,Choices/Options,Standard,JD Honey Glaze,Standard,63,62.37,51.9674,0.0775613141,0.126537439,13.0636952014,20.4163802416,62.37,0,0,10.4026
630,Food,Extras/Options,Choices/Options,Standard,Kids Cucum&Tomat,Standard,12,0,0,0,0,0,0,0,0,0,0
631,Food,Extras/Options,Choices/Options,Standard,Kids Roasted Veg,Standard,5,0,0,0,0,0,0,0,0,0,0
632,Food,Extras/Options,Choices/Options,Standard,Korean Sauce,Standard,5,4.95,4.1243,0.0061556598,0.0100426539,1.0368012065,1.6203476382,4.95,0,0,0.8257
633,Food,Extras/Options,Choices/Options,Standard,Marmalade,Standard,16,0,0,0,0,0,0,0,0,0,0
634,Food,Extras/Options,Choices/Options,Standard,Mashed Potato,Standard,23,0,0,0,0,0,0,0,0,0,0
635,Food,Extras/Options,Choices/Options,Standard,Mex Rice,Standard,34,29.26,24.637500000000003,0.0363867893,0.059363243,6.1286471315,9.5780549281,29.26,0,0,4.6225
636,Food,Extras/Options,Choices/Options,Standard,Mushy Peas,Standard,190,0,0,0,0,0,0,0,0,0,0
637,Food,Extras/Options,Choices/Options,Standard,Naga Chilli,Standard,26,25.74,21.447799999999997,0.0320094312,0.0522218002,5.3913662736,8.4258077187,25.74,0,0,4.2922
638,Food,Extras/Options,Choices/Options,Standard,No Preserves,Standard,5,0,0,0,0,0,0,0,0,0,0
639,Food,Extras/Options,Choices/Options,Standard,No-Upsell,Standard,229,0,0,0,0,0,0,0,0,0,0
640,Food,Extras/Options,Choices/Options,Standard,Pilau Rice,Standard,28,0,0,0,0,0,0,0,0,0,0
641,Food,Extras/Options,Choices/Options,Standard,Plain,Standard,299,0,0,0,0,0,0,0,0,0,0
642,Food,Extras/Options,Choices/Options,Standard,Side Salad,Standard,36,0,0,0,0,0,0,0,0,0,0
643,Food,Extras/Options,Choices/Options,Standard,Strawberry Jam,Standard,9,0,0,0,0,0,0,0,0,0,0
644,Food,Extras/Options,Choices/Options,Standard,Sweet Chilli,Standard,20,19.8,16.5024,0.0246226394,0.0401706156,4.1472048258,6.4813905529,19.8,0,0,3.2976
645,,,,,SubTotal,,1980,305.49,254.82940000000002,0.3798974803,0.6197839065,63.9863435477,100,305.49,0,0,50.66060000000001
646,,,,Sub-Cat Total,,,1980,305.49,254.82940000000002,0.3798974803,0.6197839065,63.9863435477,99.9999999999,305.49,0,0,50.66060000000001
647,Food,Extras/Options,Extras,Standard,Add Beans Jkt,Standard,5,6.6,5.4998,0.0082075465,0.0133902052,1.3824016086,3.8385483308,6.6,0,0,1.1002
648,Food,Extras/Options,Extras,Standard,Add Brisket,Standard,6,18.54,15.4498,0.0230557442,0.0376143037,3.8832917915,10.7828312202,18.54,0,0,3.0902
649,Food,Extras/Options,Extras,Standard,Add Buttermilk,Standard,1,2.07,1.7247,0.002574185,0.0041996553,0.4335714136,1.2039083401,2.07,0,0,0.3453
650,Food,Extras/Options,Extras,Standard,Add Cheese Jkt,Standard,24,31.419999999999998,26.180799999999998,0.0390728954,0.063745492,6.5810694762,18.2738164476,31.68,0.26,0,5.2392
651,Food,Extras/Options,Extras,Standard,Add Coleslaw Jkt,Standard,8,10.56,8.799100000000001,0.0131320743,0.0214243283,2.2118425738,6.1416773293,10.56,0,0,1.7609
652,Food,Extras/Options,Extras,Standard,Add EmmChsSauce,Standard,5,9.209999999999999,7.994299999999999,0.011453258,0.0186854227,1.9290786084,5.3565197162,9.6,0.39,0,1.2157
653,Food,Extras/Options,Extras,Standard,Add Non-Carne,Standard,6,11.67,9.7238,0.0145124344,0.0236763174,2.4443373898,6.7872513668,11.67,0,0,1.9462
654,Food,Extras/Options,Extras,Standard,Add RoastVeg Jkt,Standard,4,5.28,4.3993,0.0065660372,0.0107121641,1.1059212869,3.0708386647,5.28,0,0,0.8807
655,Food,Extras/Options,Extras,Standard,Add Tuna Jkt,Standard,1,1.32,1.0996000000000001,0.0016415093,0.002678041,0.2764803217,0.7677096662,1.32,0,0,0.2204
656,Food,Extras/Options,Extras,Standard,AddBBQBrisket,Standard,1,3.09,2.5749999999999997,0.003842624,0.0062690506,0.6472152986,1.7971385367,3.09,0,0,0.515
657,Food,Extras/Options,Extras,Standard,Ex Blue Cheese,Standard,15,14.85,12.3672,0.0184669795,0.0301279617,3.1104036194,8.6367337443,14.85,0,0,2.4828
658,Food,Extras/Options,Extras,Standard,Ex Chipotle Mayo,Standard,13,12.87,10.723199999999999,0.0160047156,0.0261109001,2.6956831368,7.4851692451,12.87,0,0,2.1468
659,Food,Extras/Options,Extras,Standard,Ex Garden Peas,Standard,4,3.96,3.2946,0.0049245279,0.0080341231,0.8294409652,2.3031289985,3.96,0,0,0.6654
660,Food,Extras/Options,Extras,Standard,Ex Mushy Peas,Standard,2,1.98,1.6512,0.0024622639,0.0040170616,0.4147204826,1.1515644992,1.98,0,0,0.3288
661,Food,Extras/Options,Extras,Standard,Ex Naga Chilli,Standard,10,9.9,8.2451,0.0123113197,0.0200853078,2.0736024129,5.7578224962,9.9,0,0,1.6549
662,Food,Extras/Options,Extras,Standard,Ex Salsa,Standard,1,0.99,0.8251,0.001231132,0.0020085308,0.2073602413,0.5757822496,0.99,0,0,0.1649
663,Food,Extras/Options,Extras,Standard,Ex Shawarma Ch,Standard,2,6.18,5.1513,0.0076852481,0.0125381012,1.2944305972,3.5942770734,6.18,0,0,1.0287
664,Food,Extras/Options,Extras,Standard,Ex Sour Cream,Standard,3,2.97,2.4747000000000003,0.0036933959,0.0060255923,0.6220807239,1.7273467489,2.97,0,0,0.4953
665,Food,Extras/Options,Extras,Standard,Ex Sweet Chilli,Standard,4,3.96,3.2984999999999998,0.0049245279,0.0080341231,0.8294409652,2.3031289985,3.96,0,0,0.6615
666,Food,Extras/Options,Extras,Standard,Grated Cheese,Standard,11,14.52,12.1017,0.0180566022,0.0294584514,3.0412835389,8.4448063278,14.52,0,0,2.4183
667,,,,,SubTotal,,126,171.94000000000003,143.5788,0.213819021,0.3488351334,36.0136564525,100,172.59000000000003,0.65,0,28.361199999999997
668,,,,Sub-Cat Total,,,126,171.94000000000003,143.5788,0.213819021,0.3488351334,36.0136564525,,172.59000000000003,0.65,0,28.361199999999997
669,,,Category Total,,,,2106,477.43000000000006,398.4082,0.5937165013,0.9686190399,100,,478.0800000000001,0.65,0,79.0218
670,Food,Food,Recipe Food,Standard,Apple Bag,Standard,41,1.98,1.64,0.0024622639,0.0040170616,8.7301587302,8.7301587302,1.98,0,0,0.34
671,Food,Food,Recipe Food,Standard,Kids IceCr Pot,Standard,18,20.7,17.258699999999997,0.0257418503,0.0419965526,91.2698412698,91.2698412698,20.7,0,0,3.4413
672,Food,Food,Recipe Food,Standard,Yoyo Fruit Snack,Standard,68,0,0,0,0,0,0,0,0,0,0
673,,,,,SubTotal,,127,22.68,18.898699999999998,0.0282041142,0.0460136142,,100,22.68,0,0,3.7813
674,,,,Sub-Cat Total,,,127,22.68,18.898699999999998,0.0282041142,0.0460136142,,,22.68,0,0,3.7813
675,,,Category Total,,,,127,22.679999999999996,18.898699999999998,0.0282041142,0.0460136142,100,,22.679999999999996,0,0,3.7813
676,Food,Jacket Potatoes,Jacket Potato,Standard,Jkt Beans,Standard,14,87.78999999999999,73.1565,0.1091728037,0.1781100172,21.4153290725,21.4153290725,100.1,1.26,11.05,14.6335
677,Food,Jacket Potatoes,Jacket Potato,Standard,Jkt Cheese,Standard,16,100.80000000000001,83.98780000000001,0.1253516188,0.2045049519,24.5889642387,24.5889642387,114.4,0,13.6,16.8122
678,Food,Jacket Potatoes,Jacket Potato,Standard,Jkt Coleslaw,Standard,3,19.75,16.461100000000002,0.024560461,0.0400691746,4.8177782114,4.8177782114,21.45,0,1.7,3.2889
679,Food,Jacket Potatoes,Jacket Potato,Standard,Jkt Non-Carne,Standard,16,100.80000000000001,83.98780000000001,0.1253516188,0.2045049519,24.5889642387,24.5889642387,114.4,0,13.6,16.8122
680,Food,Jacket Potatoes,Jacket Potato,Standard,Jkt Roasted Veg,Standard,3,18.9,15.746599999999999,0.0235034285,0.0383446785,4.6104307948,4.6104307948,21.45,0,2.55,3.1534
681,Food,Jacket Potatoes,Jacket Potato,Standard,Jkt Tuna Mayo,Standard,13,81.9,68.2453,0.1018481902,0.1661602735,19.9785334439,19.9785334439,92.95,0,11.05,13.6547
682,,,,,SubTotal,,65,409.93999999999994,341.58509999999995,0.509788121,0.8316940476,,100,464.75,1.26,53.55,68.3549
683,,,,Sub-Cat Total,,,65,409.93999999999994,341.58509999999995,0.509788121,0.8316940476,,,464.75,1.26,53.55,68.3549
684,,,Category Total,,,,65,409.9399999999999,341.58509999999995,0.509788121,0.8316940476,100,,464.75,1.26,53.54999999999999,68.3549
685,Food,Main Meals,Chicken Club,Standard,Boneless Basket,Standard,141,1146.47,955.3813,1.4257129995,2.3259800819,6.11086622,30.6530486745,1266.18,3.26,116.45,191.0887
686,Food,Main Meals,Chicken Club,Standard,Brst Bite Bask T,Standard,64,519.62,433.00800000000004,0.6461826204,1.054214912,2.7696566899,13.8930256808,574.72,3.25,51.85,86.612
687,Food,Main Meals,Chicken Club,Standard,CC Combo Wings ,Standard,2,5.98,4.9832,0.0074365345,0.0121323374,0.0318743447,0.1598866356,5.98,0,0,0.9968
688,Food,Main Meals,Chicken Club,Standard,Korean Bowl,Standard,165,1309.43,1091.0469,1.6283647832,2.6565964208,6.9794687645,35.0100931781,1450.35,4.07,136.85,218.3831
689,Food,Main Meals,Chicken Club,Standard,Quorn Nug Basket,Standard,3,24.39,20.3262,0.0303306149,0.0494828946,0.1300025531,0.6521128832,26.94,0,2.55,4.0638
690,Food,Main Meals,Chicken Club,Standard,Side Coleslaw,Standard,6,9,7.4990000000000006,0.0111921088,0.0182593707,0.0479714218,0.2406320602,9,0,0,1.501
691,Food,Main Meals,Chicken Club,Standard,Strips Basket,Standard,80,652.9499999999999,544.1178,0.8119874947,1.3247173449,3.4803266534,17.4578559683,718.4,0,65.45,108.8322
692,Food,Main Meals,Chicken Club,Standard,VEGAN KoreanBowl,Standard,9,72.31,60.2562,0.0899223765,0.1467038996,0.3854237236,1.9333449193,79.11,0,6.8,12.0538
693,,,,,SubTotal,,470,3740.1499999999996,3116.6185999999993,4.6511295325,7.5880872619,19.935590371,100,4130.68,10.58,379.95,623.5314
694,,,,Sub-Cat Total,,,470,3740.1499999999996,3116.6185999999993,4.6511295325,7.5880872619,19.935590371,,4130.68,10.58,379.95,623.5314
695,Food,Main Meals,Main Meals,Standard,2 Bread & Butter,Standard,29,41.47,34.5542,0.0515707503,0.0841351226,0.2210416515,0.2804473362,41.76,0.29,0,6.9158
696,Food,Main Meals,Main Meals,Standard,AD Veg Brunch,Standard,21,187.12,155.9182,0.232696378,0.3796326052,0.9973791613,1.2654281539,204.12,0,17,31.2018
697,Food,Main Meals,Main Meals,Standard,Add 1/2 Breast,Standard,6,7.5,6.2512,0.0093267573,0.0152161423,0.0399761849,0.0507199185,7.5,0,0,1.2488
698,Food,Main Meals,Main Meals,Standard,Add Chicken,Standard,43,89.01,74.171,0.1106899562,0.1805851763,0.4744373618,0.601943993,89.01,0,0,14.839
699,Food,Main Meals,Main Meals,Standard,Add Chips D,Standard,292,447.51,373.9333,0.5565089574,0.9079167762,2.3852989979,3.0263560985,449.68,2.17,0,73.5767
700,Food,Main Meals,Main Meals,Standard,Add Curry Sauce,Standard,39,60.84,50.696400000000004,0.0756586556,0.123433346,0.3242868115,0.4114399791,60.84,0,0,10.1436
701,Food,Main Meals,Main Meals,Standard,Add Garlic&Herb ,Standard,114,112.86,94.0447,0.1403490446,0.2289725087,0.6015616297,0.7632333339,112.86,0,0,18.8153
702,Food,Main Meals,Main Meals,Standard,Add Gherkins,Standard,21,10.4,8.6659,0.0129331035,0.0210997173,0.055433643,0.0703316204,10.5,0.1,0,1.7341
703,Food,Main Meals,Main Meals,Standard,Add Maple Bacon,Standard,15,24.3,20.52,0.0302186938,0.0493003009,0.1295228389,0.164332536,24.3,0,0,3.78
704,Food,Main Meals,Main Meals,Standard,Add Roasted Veg,Standard,5,8.15,6.791300000000001,0.0101350763,0.0165348746,0.0434407875,0.0551156448,8.15,0,0,1.3587
705,Food,Main Meals,Main Meals,Standard,Alfredo Pasta ,Standard,50,420.05,350.0287,0.5223605898,0.8522054074,2.2389328597,2.8406535701,460,0,39.95,70.0213
706,Food,Main Meals,Main Meals,Standard,All Day Brunch,Standard,91,785.22,654.3017,0.9764741873,1.5930692298,4.1853466495,5.3101725897,884.52,0,99.3,130.9183
707,Food,Main Meals,Main Meals,Standard,BBQ ChickenMelt,Standard,40,360.93,300.7495,0.4488408706,0.73226163,1.9238139199,2.440845359,415.2,0.34,53.93,60.1805
708,Food,Main Meals,Main Meals,Standard,Beef Madras,Standard,28,231.77000000000004,193.12290000000004,0.2882216734,0.4702193721,1.2353707152,1.5673807355,283.92,3.15,49,38.6471
709,Food,Main Meals,Main Meals,Standard,Chic & Bac Salad,Standard,27,222.32999999999998,186.75369999999998,0.2764823948,0.4510673211,1.1850540238,1.5035412647,242.73,0,20.4,35.5763
710,Food,Main Meals,Main Meals,Standard,Chic Tikka Masal,Standard,77,663.31,552.7159999999999,0.8248708555,1.3457359094,3.5355470901,4.4857372208,780.78,9.23,108.24,110.594
711,Food,Main Meals,Main Meals,Standard,Chicken Jalfrezi,Standard,41,351,292.4636,0.4364922439,0.7121154577,1.8708854512,2.3736921869,415.74,0.5,64.24,58.5364
712,Food,Main Meals,Main Meals,Standard,Chicken Korma,Standard,4,30.440000000000005,25.364300000000004,0.0378541992,0.0617572494,0.1622500089,0.2058552426,40.56,0,10.12,5.0757
713,Food,Main Meals,Main Meals,Standard,Chilli Non Carne,Standard,15,111.30000000000001,92.74690000000001,0.138409079,0.2258075511,0.5932465832,0.7526835909,129.3,0,18,18.5531
714,Food,Main Meals,Main Meals,Standard,Ex Bacon Pza,Standard,4,5,4.1667,0.0062178382,0.0101440948,0.0266507899,0.033813279,5,0,0,0.8333
715,Food,Main Meals,Main Meals,Standard,Ex Chicken Pza,Standard,16,20,16.6655,0.0248713529,0.0405763794,0.1066031596,0.1352531161,20,0,0,3.3345
716,Food,Main Meals,Main Meals,Standard,Ex Chilli Pza,Standard,24,22.32,18.594,0.0277564299,0.0452832394,0.1189691261,0.1509424775,22.32,0,0,3.726
717,Food,Main Meals,Main Meals,Standard,Ex Ham Pza,Standard,6,7.5,6.2496,0.0093267573,0.0152161423,0.0399761849,0.0507199185,7.5,0,0,1.2504
718,Food,Main Meals,Main Meals,Standard,Ex Mushr Pza,Standard,14,13.02,10.8498,0.0161912508,0.026415223,0.0693986569,0.0880497786,13.02,0,0,2.1702
719,Food,Main Meals,Main Meals,Standard,Ex Onion Pza,Standard,15,13.95,11.625,0.0173477687,0.0283020246,0.0743557038,0.0943390485,13.95,0,0,2.325
720,Food,Main Meals,Main Meals,Standard,Ex Pepperoni Pza,Standard,6,9.78,8.148299999999999,0.0121620916,0.0198418495,0.052128945,0.0661387738,9.78,0,0,1.6317
721,Food,Main Meals,Main Meals,Standard,Hall&Veg Salad,Standard,19,137.36,114.46360000000001,0.1708164519,0.2786785734,0.7321505002,0.9289184011,151.81,0,14.45,22.8964
722,Food,Main Meals,Main Meals,Standard,HB Cod & Chips,Standard,164,1400.5,1166.9576,1.7416164887,2.8413609642,7.4648862518,9.4710994523,1702.32,34.34,267.48,233.5424
723,Food,Main Meals,Main Meals,Standard,Katsu Btmlk,Standard,35,275.16,229.27650000000003,0.3421800736,0.5582498271,1.4666462699,1.8608123708,316.05,0,40.89,45.8835
724,Food,Main Meals,Main Meals,Standard,Katsu Chicken,Standard,17,135.95999999999998,113.28979999999999,0.1690754572,0.2758382268,0.724688279,0.919450683,153.51,1.81,15.74,22.6702
725,Food,Main Meals,Main Meals,Standard,Katsu Quorn,Standard,8,62.23,51.8542,0.0773872146,0.1262534044,0.3316957311,0.4208400706,72.24,0,10.01,10.3758
726,Food,Main Meals,Main Meals,Standard,Lasagne Al Forno,Standard,34,301.84,251.527,0.3753584584,0.6123787172,1.6088548848,2.0412400276,332.18,3.99,26.35,50.313
727,Food,Main Meals,Main Meals,Standard,Lg Gar DoughBrd,Standard,67,324.43,271.31870000000004,0.4034506515,0.6582097377,1.7292631536,2.1940084222,383.24,0,58.81,53.1113
728,Food,Main Meals,Main Meals,Standard,Lrg Chs DoughBrd,Standard,9,59.31,49.4181,0.0737559971,0.120329253,0.3161316698,0.4010931157,59.31,0,0,9.8919
729,Food,Main Meals,Main Meals,Standard,Med Salad,Standard,18,131.07,109.2264,0.1629944114,0.2659173021,0.6986238065,0.8863812961,143.82,0,12.75,21.8436
730,Food,Main Meals,Main Meals,Standard,Pizza BBQ Chick,Standard,57,432.27,360.17999999999995,0.5375569865,0.8769975752,2.3040673903,2.923293224,577.98,1.86,143.85,72.09
731,Food,Main Meals,Main Meals,Standard,Pizza GourmetVeg,Standard,20,163.54000000000002,136.26870000000002,0.2033730529,0.331793054,0.8716940361,1.10596473,202.8,0,39.26,27.2713
732,Food,Main Meals,Main Meals,Standard,Pizza Ham Mush,Standard,41,342.1,285.0337,0.4254244918,0.6940589688,1.8234470451,2.3135045503,415.74,0,73.64,57.0663
733,Food,Main Meals,Main Meals,Standard,Pizza Margherita,Standard,119,866.8399999999999,722.3537999999999,1.0779741786,1.7586614339,4.6203941439,5.8621405564,1068.62,3.05,198.73,144.4862
734,Food,Main Meals,Main Meals,Standard,Pizza Pepperoni,Standard,77,644.26,536.7999,0.8011808918,1.3070869081,3.4340075806,4.3569086277,780.78,1.33,135.19,107.4601
735,Food,Main Meals,Main Meals,Standard,Pizza SP Chk Shw,Standard,32,258.49,215.3803,0.3214498009,0.524429415,1.3777925364,1.7480788986,324.48,1.48,64.51,43.1097
736,Food,Main Meals,Main Meals,Standard,Pizza Spicy Meat,Standard,42,385.77,321.4806,0.4797310909,0.7826574932,2.0562150442,2.6088297292,475.44,1.06,88.61,64.2894
737,Food,Main Meals,Main Meals,Standard,Ramen Bowl,Standard,31,192.83,160.68040000000002,0.2397971492,0.3912171615,1.0278143634,1.3040429185,225.99,6.81,26.35,32.1496
738,Food,Main Meals,Main Meals,Standard,Saus Chips Beans,Standard,20,138.29,115.2423,0.1719729698,0.280565375,0.7371075471,0.935207671,154.6,0,16.31,23.0477
739,Food,Main Meals,Main Meals,Standard,Sausage & Mash,Standard,24,183.83,153.18470000000002,0.2286050404,0.3729577908,0.9798429416,1.2431790163,206.88,2.45,20.6,30.6453
740,Food,Main Meals,Main Meals,Standard,Scampi,Standard,40,362.38,301.959,0.4506440437,0.7352034175,1.931542649,2.4506512099,415.2,0,52.82,60.421
741,Food,Main Meals,Main Meals,Standard,SIMPLE ChickTikk,Standard,22,153.00000000000003,127.49120000000002,0.1902658499,0.3104093021,0.815514171,1.0346863379,174.24,3.39,17.85,25.5088
742,Food,Main Meals,Main Meals,Standard,SIMPLE Jalfrezi,Standard,3,19.790000000000003,16.4933,0.0246102037,0.0401503274,0.1054838264,0.1338329583,23.76,1.42,2.55,3.2967
743,Food,Main Meals,Main Meals,Standard,SIMPLE Madras,Standard,4,26.85,22.3699,0.0333897913,0.0544737893,0.1431147418,0.1815773083,31.68,1.43,3.4,4.4801
744,Food,Main Meals,Main Meals,Standard,SIMPLE SweetPot,Standard,8,56.56,47.1268,0.0703361861,0.1147500008,0.3014737354,0.3824958122,63.36,0,6.8,9.4332
745,Food,Main Meals,Main Meals,Standard,Sml AD Brunch,Standard,26,160.44,134.8491,0.1995179932,0.3255037152,0.8551705464,1.0850004971,179.66,0,19.22,25.5909
746,Food,Main Meals,Main Meals,Standard,Sml AD VegBrunch,Standard,10,60.41,50.338499999999996,0.0751239215,0.1225609538,0.3219948436,0.4085320371,69.1,0,8.69,10.0715
747,Food,Main Meals,Main Meals,Standard,Sml HB Cod &Chip,Standard,69,462.19999999999993,385.1223999999999,0.5747769661,0.9377201269,2.4635990186,3.1256995122,561.66,6.61,92.85,77.0776
748,Food,Main Meals,Main Meals,Standard,Sml Scampi,Standard,23,153.06,127.5504,0.190340464,0.3105310312,0.8158339805,1.0350920972,187.22,1.46,32.7,25.5096
749,Food,Main Meals,Main Meals,Standard,Sml VEGAN Pza,Standard,4,18.29,15.240099999999998,0.0227448523,0.0371070989,0.0974885895,0.1236889746,26.28,0,7.99,3.0499
750,Food,Main Meals,Main Meals,Standard,SmlChs&Gar DoBrd,Standard,21,106.71000000000001,88.91480000000001,0.1327011035,0.216495272,0.5687811581,0.7216430008,107.73,1.02,0,17.7952
751,Food,Main Meals,Main Meals,Standard,SmlGarlic Do Brd,Standard,14,63.7,53.082,0.0792152591,0.1292357682,0.3395310634,0.4307811747,63.7,0,0,10.618
752,Food,Main Meals,Main Meals,Standard,SmlPz SP Chk Shw,Standard,18,90.21000000000001,75.16950000000001,0.1121822374,0.1830197591,0.4808335514,0.61005918,121.68,0,31.47,15.0405
753,Food,Main Meals,Main Meals,Standard,SmlPza BBQ chic,Standard,51,255.24,212.67510000000001,0.3174082061,0.5178357533,1.360469523,1.7261002672,341.72,1.44,85.04,42.5649
754,Food,Main Meals,Main Meals,Standard,SmlPza GouVeg,Standard,30,150.31,125.2467,0.1869206529,0.304951779,0.8011760461,1.0164947938,194.44,1.64,42.49,25.0633
755,Food,Main Meals,Main Meals,Standard,SmlPza Ham Mush,Standard,21,100.41000000000001,83.66520000000001,0.1248666274,0.2037137125,0.5352011628,0.6790382692,141.96,0,41.55,16.7448
756,Food,Main Meals,Main Meals,Standard,SmlPza Ham Mushr,Standard,5,26.6,22.163400000000003,0.0330788994,0.0539665845,0.1417822023,0.1798866444,30,0,3.4,4.4366
757,Food,Main Meals,Main Meals,Standard,SmlPza Margherit,Standard,81,394.58000000000004,328.77270000000004,0.4906869219,0.8005313883,2.103173736,2.6684087268,499.68,2.63,102.47,65.8073
758,Food,Main Meals,Main Meals,Standard,SmlPza Pepperoni,Standard,88,439.98000000000013,366.60720000000015,0.547144893,0.8926397694,2.3451629083,2.9754333003,590.32,4.92,145.42,73.3728
759,Food,Main Meals,Main Meals,Standard,SmlPza Sp Meat,Standard,43,207.44,172.8384,0.2579656726,0.4208582067,1.1056879715,1.4028453198,312,1.77,102.79,34.6016
760,Food,Main Meals,Main Meals,Standard,Steak & Ale Pud,Standard,57,434.46999999999997,362.05229999999995,0.5402928353,0.8814609769,2.3157937378,2.9381710668,491.34,2.37,54.5,72.4177
761,Food,Main Meals,Main Meals,Standard,Sweet Pot Curry,Standard,20,175.72000000000003,146.4139,0.2185197068,0.356504069,0.9366153603,1.1883338777,202.8,0,27.08,29.3061
762,Food,Main Meals,Main Meals,Standard,Veg Saus & Chips,Standard,11,75.37,62.801,0.0937276935,0.1529120856,0.401734007,0.5097013679,85.03,1,8.66,12.569
763,Food,Main Meals,Main Meals,Standard,VEGAN Pizza,Standard,5,44.97,37.4731,0.0559232371,0.091235989,0.2396972044,0.3041166315,50.7,0,5.73,7.4969
764,Food,Main Meals,Main Meals,Standard,VegSaus & Mash,Standard,7,55.24,46.0353,0.0686946768,0.1120719598,0.2944379268,0.3735691066,60.34,0,5.1,9.2047
765,,,,,SubTotal,,2558,14787.089999999998,12326.479999999996,18.3887467077,30.0003286689,78.8175257725,100,17526.43,105.06,2634.2799999999993,2460.6099999999997
766,,,,Sub-Cat Total,,,2558,14787.089999999998,12326.479999999996,18.3887467077,30.0003286689,78.8175257725,,17526.43,105.06,2634.2799999999993,2460.6099999999997
767,Food,Main Meals,Value Meals,Standard,Ham Egg & Chips,Standard,23,162.25,135.2075,0.2017688506,0.3291758775,0.8648181323,69.3583550635,184.69,1.44,21,27.0425
768,Food,Main Meals,Value Meals,Standard,Sml Ham Egg Chip,Standard,12,71.68,59.73550000000001,0.0891389289,0.1454257436,0.382065724,30.6416449365,82.92,0,11.24,11.9445
769,,,,,SubTotal,,35,233.93,194.943,0.2909077795,0.4746016211,1.2468838563,100,267.61,1.44,32.24,38.987
770,,,,Sub-Cat Total,,,35,233.93,194.943,0.2909077795,0.4746016211,1.2468838563,,267.61,1.44,32.24,38.987
771,,,Category Total,,,,3063,18761.170000000002,15638.041599999997,23.3307840197,38.0630175519,100,,21924.72,117.08,3046.4699999999993,3123.1283999999982
772,Food,Side Orders,Side Orders,Standard,Bowl Chips,Standard,272,1066.49,888.3649,1.3262524592,2.1637151408,53.8849029911,53.8849029911,1085.28,0.8,17.99,178.1251
773,Food,Side Orders,Side Orders,Standard,Lg Onion Rings,Standard,54,197.1,164.2416,0.2451071831,0.3998802185,9.9585691188,9.9585691188,197.1,0,0,32.8584
774,Food,Side Orders,Side Orders,Standard,Side ChicBites,Standard,37,110.63,92.1869,0.1375758887,0.2244482424,5.5896321746,5.5896321746,110.63,0,0,18.4431
775,Food,Side Orders,Side Orders,Standard,Side Med Salad,Standard,2,6.64,5.5329,0.0082572892,0.0134713579,0.3354890865,0.3354890865,6.64,0,0,1.1071
776,Food,Side Orders,Side Orders,Standard,Side Roasted Veg,Standard,2,3.26,2.7180999999999997,0.0040540305,0.0066139498,0.1647130154,0.1647130154,3.26,0,0,0.5419
